"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"
-0.924964194325624	-0.747755737380921	0.478628277434037	0.363842082835179	2.0646976911856	6.14014579921515	4.70498999933721	8.61886053393917	5.77660555687616	6.35112465507809e-34	58.7242268082258	1.96249028092947e-70	6.12461671858536e-298	92.3128277197206	0.216030658767764	0.354382588914592	-1.34838428551044	-0.501544103140807	-1.44234561165352	-0.0531658631083202	0.770000000018626
-0.769144410355953	-0.542429208321004	0.0250249467848122	0.841746932575257	0.433556488249541	2.28629642579119	4.68778372315111	7.13520415985433	7.86267083714147	8.49338586905794	19.6083331746927	1.46901045883276e-61	2.38138241432666e-60	205.724371752333	0.164670992369735	0.32608448638356	-1.09189955540063	-0.446389265311272	-1.18155480163278	0.0966963849907732	0.599999999976717
-0.806426898607449	-0.304301479259739	0.31792391062513	0.456356210569409	1.26656067134865	2.47073363818285	2.19689475869502	4.80590596578017	10.3890342240256	12.4037397967426	27.2676885846235	1.56914268521384e-50	344.211045422715	50006.7170117524	0.181890053793178	0.367088617332846	-1.16293140404208	-0.44992239317282	-1.02379516923212	0.41519221071264	0.570000000006985
-1.40257712734622	-0.994450927528716	0.0797136701860345	1.70673052622712	1.80176162863693	7.55583102658989	6.97318783764037	35.1968615223655	9.083548745537	116.185011079098	8.38713858359974e-291	0	6.46117211316822e-187	238.560107367929	0.203854427543348	0.370552749386795	-1.80213180533118	-1.00302244936125	-1.72073431632683	-0.268167538730598	0.67000000004191
-0.920564059145104	-1.58979991007322	0.64216108282377	0.355594656514015	4.1602072758164	4.76734140762968	8.34550827207209	12.217711720833	2.21165007674091	443.142250274373	4731.8663855872	0.00425175280361578	35.0849563246667	585682.157347377	0.179463077276065	0.331282588024433	-1.27231169060619	-0.568816427684018	-2.23911378260111	-0.94048603754533	0.449999999953434
-0.792747784900928	-1.38342210718631	0.350392820870884	0.756859380758606	3.40721898471103	6.80700897331235	5.78582288081666	15.5528597375971	11.3367409310427	3.99888240230046e-10	139.242873583489	9.48026782225582e-10	185.474800708082	444.880821716172	0.205178509787494	0.35270356537417	-1.19489766408442	-0.390597905717441	-2.07472109531968	-0.692123119052933	0.240000000048894
-0.878450003732898	-1.04379643463984	0.20414366886423	0.644040157933818	1.6262856854859	3.32763546601189	2.40895844167264	10.5465991292598	15.2849028413046	24.9599662986696	0.000549312442122077	150.925606985174	3.53228019986669e-10	222.575330327192	0.208805704943757	0.343210886466985	-1.28770918542266	-0.469190822043134	-1.71648977211513	-0.371103097164549	0.229999999981374
-1.15525402196154	-1.33690139643384	0.766442628703665	0.499166376825905	4.30350544287996	7.37078506955041	3.92820515156032	15.6622128857701	186.813733423435	45.0678866965732	7.99668954068182e-103	9.93821831738948e-13	323.859933231822	611.032768145352	0.193199318376239	0.37668462389985	-1.53392468597897	-0.776583357944114	-2.07520325927755	-0.598599533590136	0.419999999983702
-1.03751869489691	-1.57220783063732	0.554839775590198	0.201612714281101	3.93581531068211	1.85943769343544	11.2706983021417	0.555600039971802	35.1168304177004	1.17566587755922e-32	80.4673119691821	297.015732032877	9.53963887171757e-183	555.81321624604	0.18043843646414	0.38473614678149	-1.39117803036663	-0.683859359427201	-2.32629067832904	-0.818124982945602	0.75
-1.25121740401536	-1.69172055061628	2.05861474213338	0.889774683033628	20.1390893580546	16.3071554998084	237.859762789675	3.54667614976489e-38	202.916639314478	308.393463020194	2.28683155402068e-66	0	0	810.2070059727	0.253435158294038	0.403312060776139	-1.74795031427168	-0.754484493759048	-2.48221218973751	-0.901228911495045	0.910000000032596
